map,killer,escapes,escape,perk1,perk2,perk3,perk4,item,addon1,addon2,offering,pips,swf
Shelter Woods,Mastermind,1,N,Object of Obsession (V),Off The Record (V),Windows of Opportunity (V),Dead Hard (V),First Aid Kit (U),Bandages (C),Anti-Haemorrhagic Syringe (L),Petrified Oak (V),0,Y
Raccoon City Police Station East Wing,Nurse,0,N,Sole Survivor (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Sealed Envelope (U),0,N
Coal Tower,Nemesis,1,N,Resilience (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Sealed Envelope (U),1,N
The Thompson House,Trapper,1,N,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Petrified Oak (V),-1,Y
Mount Ormond Resort,Blight,4,Y,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Petrified Oak (V),1,Y
Wretched Shop,Wraith,4,Y,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Petrified Oak (V),-1,Y
Ironworks of Misery,Clown,0,N,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Petrified Oak (V),0,Y
Mount Ormond Resort,Executioner,1,Y,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),Ranger's Med-Kit (V),Bandages (C),Surgical Suture (R),Petrified Oak (V),1,Y
The Temple of Purgation,Blight,0,N,Any Means Necessary (V),Off The Record (V),Windows of Opportunity (V),Dead Hard (V),Emergency Med-Kit (R),Gel Dressings (R),Gauze Roll (U),Petrified Oak (V),0,N
The Game,Cenobite,0,N,Distortion (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Sealed Envelope (U),0,N
The Game,Cannibal,2,Y,Distortion (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),Emergency Med-Kit (R),Gel Dressings (R),Surgical Suture (R),Sealed Envelope (U),0,N
The Temple of Purgation,Artist,1,Y,Distortion (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),Emergency Med-Kit (R),Gel Dressings (R),Surgical Suture (R),Sealed Envelope (U),0,Y
Dead Dawg Saloon,Spirit,,DC,We're Gonna Live Forever (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Petrified Oak (V),-1,N
Blood Lodge,Pig,3,Y,We're Gonna Live Forever (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Petrified Oak (V),2,N
The Thompson House,Legion,0,N,We're Gonna Live Forever (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),Ranger's Med-Kit (V),Gel Dressings (R),Gauze Roll (U),Petrified Oak (V),1,N
Wreckers Yard,Shape,3,N,We're Gonna Live Forever (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),,,Petrified Oak (V),1,N
Eyrie of Crows,Spirit,0,N,We're Gonna Live Forever (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),,,Petrified Oak (V),-1,N
,Nemesis,,,We're Gonna Live Forever (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),,,Petrified Oak (V),0,N
Raccoon City Police Station West Wing,Spirit,2,Y,Distortion (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Fragrant Bog Laurel (R),2,N
The Temple of Purgation,Plague,0,N,Distortion (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),Flashlight (U),,,Fragrant Bog Laurel (R),0,N
Family Residence,Wraith,3,Y,Distortion (V),Kindred (V),Dead Hard (V),Windows of Opportunity (V),Flashlight (U),,,Fragrant Bog Laurel (R),1,N
Raccoon City Police Station East Wing,Huntress,4,Y,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),RPD Badge (R),1,Y
Mount Ormond Resort,Shape,0,N,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Bloody Party Streamers (R),-1,Y
Grim Pantry,Blight,0,N,Open-Handed (V),Bond (V),Kindred (V),Dead Hard (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Bloody Party Streamers (R),-1,Y
Eyrie of Crows,Nightmare,1,N,Potential Energy (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Escape! Cake (U),0,Y
Mount Ormond Resort,Hillbilly,1,N,Potential Energy (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Escape! Cake (U),0,Y
Sanctum of Wrath,Oni,4,Y,Windows of Opportunity (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),,Bandages (C),Sealed Envelope (U),2,N
Garden of Joy,Spirit,0,N,Windows of Opportunity (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),,Bandages (C),Sealed Envelope (U),-1,Y
Garden of Joy,Trapper,4,Y,Windows of Opportunity (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),Self-Adherent Wrap (U),Bandages (C),Petrified Oak (V),1,Y
Mount Ormond Resort,Ghostface,0,N,Windows of Opportunity (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),Self-Adherent Wrap (U),Bandages (C),Petrified Oak (V),1,Y
Mount Ormond Resort,Wraith,0,N,Windows of Opportunity (V),Botany Knowledge (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),Self-Adherent Wrap (U),Bandages (C),Petrified Oak (V),-1,Y
Rotten Fields,Demogorgon,4,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Sealed Envelope (U),1,N
Torment Creek,Nemesis,0,N,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Fragrant Primrose Blossom (R),0,N
Badham Preschool III,Blight,4,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Fragrant Primrose Blossom (R),0,N
Suffocation Pit,Spirit,2,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Fragrant Bog Laurel (R),0,N
Grim Pantry,Spirit,1,N,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Fragrant Bog Laurel (R),0,N
Raccoon City Police Station East Wing,Hillbilly,1,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Fragrant Bog Laurel (R),2,Y
Groaning Storehouse,Onryo,0,N,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Fragrant Bog Laurel (R),1,Y
Eyrie of Crows,Trapper,4,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Fragrant Bog Laurel (R),0,Y
Midwich Elementary School,Ghostface,3,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Fragrant Bog Laurel (R),1,Y
Mount Ormond Resort,Legion,2,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Wire Spool (U),Fragrant Bog Laurel (R),1,Y
Treatment Theatre,Mastermind,3,Y,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Scraps (C),Ichorous Loam (R),1,Y
Badham Preschool V,Trapper,0,N,Deja Vu (V),Off The Record (V),Dead Hard (V),Windows of Opportunity (V),Commodious Toolbox (R),Brand New Part (L),Scraps (C),Fragrant Bog Laurel (R),0,Y
The Game,Executioner,3,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Annotated Blueprint (C),0,N
Torment Creek,Legion,4,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Annotated Blueprint (C),0,N
Rotten Fields,Nightmare,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Escape! Cake (U),-1,N
Coal Tower,Ghostface,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Escape! Cake (U),-1,N
Father Campbell's Chapel,Legion,2,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Escape! Cake (U),0,N
Lampkin Lane,Huntress,4,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Fragrant Crispleaf Amaranth (R),1,N
Raccoon City Police Station East Wing,Nemesis,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Fragrant Crispleaf Amaranth (R),0,N
The Game,Nemesis,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Gauze Roll (U),Fragrant Crispleaf Amaranth (R),1,N
Wreckers Yard,Plague,1,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Self-Adherent Wrap (U),Fragrant Crispleaf Amaranth (R),0,Y
Raccoon City Police Station East Wing,Knight,4,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Fragrant Crispleaf Amaranth (R),0,Y
The Shattered Square,Blight,4,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Fragrant Crispleaf Amaranth (R),1,Y
Groaning Storehouse,Plague,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Fragrant Crispleaf Amaranth (R),0,Y
Eyrie of Crows,Mastermind,4,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Wire Spool (U),Socket Swivels (U),Fragrant Bog Laurel (R),0,Y
Lampkin Lane,Mastermind,4,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Wire Spool (U),Socket Swivels (U),Fragrant Bog Laurel (R),,N
Rancid Abattoir,Wraith,4,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Wire Spool (U),Socket Swivels (U),Fragrant Bog Laurel (R),0,Y
Badham Preschool III,Shape,2,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Wire Spool (U),Socket Swivels (U),Fragrant Bog Laurel (R),0,Y
Badham Preschool I,Wraith,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Scraps (C),Socket Swivels (U),Fragrant Bog Laurel (R),0,Y
Torment Creek,Knight,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Scraps (C),Socket Swivels (U),Fragrant Bog Laurel (R),0,N
Rancid Abattoir,Knight,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Scraps (C),Socket Swivels (U),Escape! Cake (U),0,N
Treatment Theatre,Deathslinger,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Emergency Med-Kit (R),Gauze Roll (U),Medical Scissors (U),Bound Envelope (R),0,Y
Disturbed Ward,Pig,0,N,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),Commodious Toolbox (R),Socket Swivels (U),Clean Rag (C),Bound Envelope (R),0,Y
Fractured Cowshed,Legion,1,Y,Deja Vu (V),Off The Record (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Bound Envelope (R),0,Y
Raccoon City Police Station East Wing,Nightmare,4,Y,Windows of Opportunity (V),Resilience (V),Off The Record (V),Dead Hard (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Petrified Oak (V),0,Y
Shelter Woods,Spirit,0,N,Windows of Opportunity (V),Resilience (V),Off The Record (V),Dead Hard (V),First Aid Kit (U),Bandages (C),Self-Adherent Wrap (U),Petrified Oak (V),0,Y
Fractured Cowshed,Executioner,0,N,Windows of Opportunity (V),Desperate Measures (V),Botany Knowledge (V),We'll Make It (V),Emergency Med-Kit (R),Gel Dressings (R),Medical Scissors (U),Escape! Cake (U),0,N
The Shattered Square,Nemesis,0,N,Dead Hard (V),Desperate Measures (V),Botany Knowledge (V),We'll Make It (V),First Aid Kit (U),Surgical Suture (R),Needle & Thread (U),Escape! Cake (U),0,N
Mount Ormond Resort,Legion,4,Y,Deja Vu (V),Dead Hard (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Fragrant Crispleaf Amaranth (R),0,N
Lampkin Lane,Cenobite,1,N,Deja Vu (V),Dead Hard (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Crispleaf Amaranth (R),0,N
Midwich Elementary School,Nemesis,0,N,Deja Vu (V),Dead Hard (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Crispleaf Amaranth (R),0,N
Raccoon City Police Station East Wing,Huntress,3,Y,Deja Vu (V),Dead Hard (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Escape! Cake (U),1,N
The Shattered Square,Mastermind,0,N,Deja Vu (V),Dead Hard (V),Built To Last (V),Windows of Opportunity (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Escape! Cake (U),1,N
Father Campbell's Chapel,Artist,0,N,Deja Vu (V),Dead Hard (V),Built To Last (V),Distortion (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Escape! Cake (U),0,N
Sanctum of Wrath,Hag,0,N,Deja Vu (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Petrified Oak (V),0,N
Midwich Elementary School,Pig,0,N,Deja Vu (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Gel Dressings (R),Bandages (C),Petrified Oak (V),1,N
Midwich Elementary School,Spirit,0,DC,Unbreakable (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Petrified Oak (V),1,N
Azarov's Resting Place,Nemesis,2,N,Resilience (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Petrified Oak (V),1,N
Sanctum of Wrath,Onryo,0,N,Object of Obsession (V),Off The Record (V),Windows of Opportunity (V),Dead Hard (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Bloody Party Streamers (R),2,N
Raccoon City Police Station East Wing,Huntress,0,N,Deja Vu (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),White Ward (V),0,N
Shelter Woods,Nemesis,1,N,Decisive Strike (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),0,N
Garden of Joy,Nurse,2,N,Open-Handed (V),Bond (V),Kindred (V),Off The Record (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Bloody Party Streamers (R),0,Y
Fractured Cowshed,Wraith,0,N,Decisive Strike (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),1,Y
The Temple of Purgation,Dredge,2,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),1,Y
The Thompson House,Ghostface,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),1,Y
Mount Ormond Resort,Demogorgon,3,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),0,Y
Gas Heaven,Knight,4,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),1,Y
Blood Lodge,Pig,1,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),0,N
Mount Ormond Resort,Pig,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),0,N
The Shattered Square,Dredge,4,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),0,N
The Shattered Square,Mastermind,2,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Fragrant Sweet William (R),,N
Raccoon City Police Station East Wing,Oni,2,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Self-Adherent Wrap (U),Bandages (C),Sealed Envelope (U),1,N
Azarov's Resting Place,Pig,1,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Self-Adherent Wrap (U),Bandages (C),Sealed Envelope (U),1,N
Shelter Woods,Oni,2,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Self-Adherent Wrap (U),Bandages (C),Sealed Envelope (U),1,Y
Lampkin Lane,Ghostface,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Self-Adherent Wrap (U),Bandages (C),Sealed Envelope (U),1,Y
Disturbed Ward,Deathslinger,2,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Gel Dressings (R),Surgical Suture (R),Sealed Envelope (U),1,N
Blood Lodge,Ghostface,3,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Gel Dressings (R),Surgical Suture (R),Sealed Envelope (U),1,N
Lampkin Lane,Legion,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Gel Dressings (R),Surgical Suture (R),Sealed Envelope (U),0,N
Midwich Elementary School,Executioner,2,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Camping Aid Kit (C),Gel Dressings (R),Surgical Suture (R),Sealed Envelope (U),1,N
Dead Dawg Saloon,Ghostface,1,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Escape! Cake (U),1,N
Azarov's Resting Place,Trapper,2,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Escape! Cake (U),1,N
Fractured Cowshed,Demogorgon,3,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Escape! Cake (U),1,Y
Suffocation Pit,Nurse,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Escape! Cake (U),0,Y
The Shattered Square,Dredge,2,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Escape! Cake (U),2,N
Eyrie of Crows,Ghostface,3,Y,Object of Obsession (V),Off The Record (V),Windows of Opportunity (V),Dead Hard (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Bloody Party Streamers (R),1,N
Azarov's Resting Place,Plague,0,N,Object of Obsession (V),Off The Record (V),Windows of Opportunity (V),Dead Hard (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Escape! Cake (U),-1,N
Mount Ormond Resort,Nightmare,4,Y,Blood Pact (V),Desperate Measures (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Escape! Cake (U),0,N
Fractured Cowshed,Wraith,0,N,No One Left Behind (V),Desperate Measures (V),We'll Make It (V),Dead Hard (V),First Aid Kit (U),Surgical Suture (R),Bandages (C),Escape! Cake (U),0,N
Disturbed Ward,Mastermind,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),First Aid Kit (U),Bandages (C),Surgical Suture (R),Escape! Cake (U),1,N
Badham Preschool IV,Doctor,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Sole Survivor (V),Ranger's Med-Kit (V),Gel Dressings (R),Surgical Suture (R),Escape! Cake (U),0,N
Grim Pantry,Ghostface,0,N,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Alex's Toolbox (V),Hacksaw (R),Protective Gloves (U),Escape! Cake (U),0,N
Midwich Elementary School,Ghostface,4,Y,Windows of Opportunity (V),Dead Hard (V),Off The Record (V),Distortion (V),Emergency Med-Kit (R),Gel Dressings (R),Surgical Suture (R),Escape! Cake (U),1,N
